,City Name,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temperature,Wind Speed
189,Las Juntas,0,CR,1551836721,88,10.28,-84.96,69.99799999999999,10.73
190,Guerrero Negro,76,MX,1551837006,82,27.97,-114.04,60.854,3.57
191,Maceio,0,BR,1551834000,88,-9.67,-35.74,75.2,1.5
192,Lorengau,8,PG,1551837006,100,-2.02,147.27,83.30000000000001,2.27
193,Kuybysheve,76,UA,1551837006,95,47.36,36.65,38.084,3.17
194,Carndonagh,92,IE,1551837007,96,55.25,-7.27,43.034,5.02
195,Santa Vitoria do Palmar,56,BR,1551837007,97,-33.52,-53.37,68.324,3.32
196,Bowling Green,1,US,1551836916,53,36.99,-86.44,28.4,4.6
197,Rawson,12,AR,1551836673,44,-43.3,-65.11,57.524,3.32
198,Koulamoutou,24,GA,1551837009,97,-1.13,12.47,68.45,0.97
199,Victoria Point,75,AU,1551836995,62,-27.58,153.3,91.994,3.6
200,Luang Prabang,40,LA,1551834000,77,19.89,102.14,68.0,1.07
201,Palmer,75,AU,1551837003,55,-34.85,139.16,66.00200000000001,8.2
202,Pacific Grove,90,US,1551837005,71,36.62,-121.92,60.008,7.22
203,Bilma,0,NE,1551837010,37,18.69,12.92,51.8,1.47
204,Taltal,0,CL,1551836769,95,-25.41,-70.49,58.604,0.97
205,Sapouy,8,BF,1551837010,33,11.55,-1.77,67.964,2.12
206,Spearfish,1,US,1551836705,56,44.49,-103.86,17.996,2.1
207,Key West,90,US,1551836915,78,47.93,-96.78,8.996000000000002,3.1
208,Kapuskasing,90,CA,1551834000,70,49.42,-82.43,1.3999999999999986,2.6
209,Canutama,0,BR,1551837011,92,-6.53,-64.38,77.99000000000001,1.12
210,Namatanai,12,PG,1551837011,91,-3.66,152.44,86.144,3.57
211,Buala,92,SB,1551836781,75,-8.15,159.59,88.03399999999999,3.47
212,Longyearbyen,20,NO,1551833400,69,78.22,15.63,-7.600000000000001,2.6
213,Qasigiannguit,0,GL,1551833400,56,68.82,-51.19,12.2,4.6
214,Maniitsoq,36,GL,1551837013,76,65.42,-52.9,12.740000000000002,3.42
215,New Baltimore,40,US,1551837005,43,42.68,-82.74,15.997999999999998,2.6
216,Rocha,20,UY,1551836996,89,-34.48,-54.34,58.604,2.57
217,Puerto Leguizamo,56,CO,1551837013,96,-0.19,-74.78,74.75,0.72
218,Sirnak,0,TR,1551837014,95,37.52,42.46,18.32,0.97
219,Manokwari,64,ID,1551837014,100,-0.87,134.08,80.834,1.77
220,Shenjiamen,76,CN,1551836963,100,29.96,122.3,49.964,9.77
221,Coahuayana,8,MX,1551837015,61,18.62,-100.35,67.69399999999999,0.92
222,New Norfolk,75,AU,1551837015,50,-42.78,147.06,57.002,8.7
223,Teguise,0,ES,1551835800,72,29.06,-13.56,62.6,1.0
224,Udachnyy,80,RU,1551837016,78,66.42,112.4,23.485999999999997,2.42
225,Opuwo,0,NA,1551837016,72,-18.06,13.84,59.864000000000004,1.52
226,Sivas,75,TR,1551833400,84,39.75,37.01,32.0,2.1
227,Chingirlau,32,KZ,1551837017,92,51.09,54.08,34.52,7.92
228,Nantucket,1,US,1551836889,67,41.28,-70.1,28.994,3.6
229,Buraydah,0,SA,1551834000,47,26.33,43.97,57.2,9.3
230,Padang,20,ID,1551834000,78,-0.92,100.36,78.80000000000001,1.0
231,Sao Felix do Xingu,56,BR,1551837012,100,-6.64,-51.99,69.94399999999999,0.42
232,Machilipatnam,90,IN,1551834000,94,16.18,81.14,78.80000000000001,2.82
233,Nova Olimpia,32,BR,1551837018,85,-14.8,-57.29,77.27,2.22
234,Dunedin,0,NZ,1551836806,56,-45.87,170.5,76.874,1.42
235,Dir,12,CM,1551837018,51,6.33,13.54,63.769999999999996,0.42
236,Bankura,36,IN,1551836337,60,23.24,87.07,80.006,1.97
237,Ocos,20,GT,1551832920,78,14.51,-92.19,82.4,1.0
238,Coxim,44,BR,1551837019,90,-18.5,-54.75,75.074,1.32
239,Komsomolskiy,32,RU,1551837019,62,67.55,63.78,0.05000000000000071,7.97
240,Auki,0,NG,1551837019,52,12.18,6.51,65.30000000000001,1.57
241,Hirado,75,JP,1551836591,93,33.32,129.49,50.0,2.1
242,Aleksandrov Gay,36,RU,1551836685,90,50.14,48.57,35.294,8.17
243,Chuy,56,UY,1551837020,97,-33.69,-53.46,68.324,3.32
244,Dharchula,0,IN,1551837020,74,29.85,80.53,30.02,0.77
245,Merauke,32,ID,1551836915,100,-8.49,140.4,84.92,1.07
246,Isoka,56,ZM,1551837020,90,-10.15,32.64,58.244,1.22
247,Port Hedland,0,AU,1551834000,56,-20.31,118.58,95.0,4.6
248,Pevek,76,RU,1551837020,94,69.7,170.27,6.620000000000001,2.32
249,Kavieng,32,PG,1551837020,98,-2.57,150.8,86.09,2.12
250,Tazovskiy,76,RU,1551837020,77,67.47,78.7,4.496000000000002,5.82
251,Akcakoca,76,TR,1551837022,86,41.09,31.12,34.574,0.87
252,Miraflores,36,CO,1551837022,96,5.2,-73.14,52.97,0.52
253,Semey,0,KZ,1551834000,91,50.41,80.25,1.3999999999999986,1.0
254,Dingle,0,PH,1551836637,55,11.0,122.67,87.35,5.22
255,Korhogo,0,CI,1551837023,48,9.46,-5.63,67.60400000000001,2.22
256,Edgewater,1,US,1551837021,81,28.99,-80.9,55.994,2.6
257,Talnakh,76,RU,1551837025,83,69.49,88.39,8.690000000000001,6.92
258,Khatanga,88,RU,1551837025,80,71.98,102.47,0.8959999999999972,4.02
259,Afikpo,8,NG,1551837026,94,5.88,7.92,72.644,2.02
260,Concepcion,44,CO,1551837027,76,9.56,-73.66,79.78999999999999,1.17
261,Rock Sound,0,BS,1551837027,96,24.9,-76.2,79.03399999999999,2.22
262,Balkhash,75,KZ,1551834000,85,46.84,74.98,19.4,6.0
263,Laurel,40,US,1551836780,66,45.67,-108.77,15.8,1.5
264,Ossora,80,RU,1551837027,100,59.24,163.07,15.026,3.32
265,Camacupa,32,AO,1551837027,89,-12.02,17.48,62.69,2.62
266,Saint-Augustin,0,FR,1551836708,58,44.83,-0.61,55.400000000000006,5.7
267,Jalu,0,LY,1551837028,78,29.03,21.55,42.35,1.22
268,Tateyama,75,JP,1551837001,47,36.66,137.31,62.995999999999995,3.1
269,Jinhua,88,CN,1551836775,99,29.11,119.65,59.0,1.67
270,Ancud,90,CL,1551834000,100,-41.87,-73.83,55.400000000000006,7.2
271,Granja,24,BR,1551837030,92,-3.12,-40.83,74.084,1.12
272,Qaqortoq,88,GL,1551833400,21,60.72,-46.03,35.6,5.7
273,Lebu,44,ET,1551837030,89,8.96,38.73,42.494,1.22
274,Arvika,88,SE,1551836346,92,59.65,12.59,21.973999999999997,3.6
275,Clyde River,90,CA,1551834000,83,70.47,-68.59,-7.600000000000001,1.0
276,Tommot,32,RU,1551837032,65,58.97,126.27,19.976,2.02
277,Yaan,0,NG,1551837033,91,7.38,8.57,73.814,2.27
278,Mozarlandia,48,BR,1551837033,91,-14.74,-50.57,72.32,1.97
279,Mayo,20,CA,1551834000,43,63.59,-135.9,14.0,1.5
280,Amos,40,CA,1551834600,91,48.57,-78.12,-5.800000000000004,1.5
281,Myaundzha,32,RU,1551837034,71,63.05,147.18,-4.630000000000003,1.67
282,Nogliki,12,RU,1551837034,100,51.8,143.14,20.39,6.37
283,Steamboat Springs,90,US,1551836715,68,40.48,-106.83,33.8,1.32
284,Tambacounda,0,SN,1551837035,34,13.77,-13.67,64.814,2.37
285,Rio Bueno,40,JM,1551834000,74,18.47,-77.46,80.6,3.6
286,Mehamn,48,NO,1551837036,89,71.03,27.85,17.276,4.92
287,Vao,0,EE,1551837036,76,59.1,26.19,11.3,3.12
288,Akhtyrskiy,68,RU,1551837017,71,44.84,38.3,50.0,4.87
289,Marzuq,48,YE,1551836820,94,14.4,46.47,55.544,1.27
290,Sangin,24,AF,1551837036,92,32.07,64.85,45.824,1.77
291,Talakan,20,RU,1551837036,55,50.29,130.28,21.686,2.22
292,Northam,92,GB,1551837014,87,51.04,-4.21,48.992000000000004,10.3
293,Naze,36,NG,1551837042,94,5.43,7.07,73.094,2.22
294,Sidrolandia,20,BR,1551834000,78,-20.93,-54.96,77.0,3.1
295,Payson,90,US,1551836945,80,40.04,-111.73,46.994,1.5
296,Portland,75,US,1551837009,40,45.52,-122.67,42.8,7.2
297,Yeppoon,75,AU,1551834000,65,-23.13,150.74,82.4,4.1
298,Klaksvik,0,FO,1551835200,80,62.23,-6.59,35.6,1.0
299,Luwuk,0,ID,1551836908,70,-0.95,122.79,88.03399999999999,0.62
300,Ahipara,44,NZ,1551836674,65,-35.17,173.16,73.85,2.32
301,Esperance,20,TT,1551836408,83,10.24,-61.45,77.0,4.1
302,Buta,8,CD,1551837050,91,2.79,24.73,72.05000000000001,0.92
303,Awbari,0,LY,1551837050,64,26.59,12.77,40.694,1.27
304,Nome,1,US,1551836623,45,30.04,-94.42,46.004000000000005,3.1
305,Akureyri,90,IS,1551834000,68,65.68,-18.09,24.8,2.6
306,Matay,0,EG,1551836839,98,28.42,30.79,44.653999999999996,3.22
307,Ambon,90,FR,1551837030,87,47.55,-2.56,55.004,8.2
308,Anloga,20,GH,1551834000,83,5.79,0.9,84.2,4.1
309,Iberia,20,PE,1551836777,92,-11.41,-69.49,76.334,1.37
310,Varniai,90,LT,1551835200,68,55.74,22.37,28.4,5.1
311,Vestmannaeyjar,0,IS,1551837051,100,63.44,-20.27,25.07,3.42
312,Najran,40,SA,1551834000,41,17.54,44.22,75.2,5.1
313,Uyutne,88,UA,1551837052,97,45.2,33.3,47.120000000000005,4.17
314,Byron Bay,40,AU,1551837018,74,-28.65,153.62,89.6,6.7
315,Naranjito,40,EC,1551836838,83,-2.17,-79.46,80.6,1.5
316,Mareeba,12,AU,1551837029,66,-16.99,145.42,93.00200000000001,4.1
317,Mogadishu,64,SO,1551837052,100,2.04,45.34,80.24000000000001,8.22
318,Avera,1,US,1551837041,32,33.19,-82.53,44.6,6.2
319,Greensburg,1,US,1551837006,56,30.83,-90.67,44.6,3.1
320,Uvira,8,CD,1551837053,100,-3.41,29.14,60.854,0.77
321,Souillac,0,FR,1551836528,54,45.6,-0.6,55.400000000000006,9.8
322,Ilulissat,0,GL,1551833400,56,69.22,-51.1,12.2,4.6
323,Resistencia,0,AR,1551834000,100,-27.45,-58.99,69.80000000000001,1.5
324,Port Lincoln,20,AU,1551837054,87,-34.72,135.86,64.94,6.77
325,Teguldet,80,RU,1551837054,71,57.31,88.17,19.346,2.02
326,Sioux Lookout,40,CA,1551834000,83,50.1,-91.92,-9.399999999999999,1.22
327,Canavieiras,100,BR,1551836756,81,-15.68,-38.95,81.73400000000001,1.72
328,Evensk,80,RU,1551837055,100,61.92,159.24,12.2,3.02
329,Aragarcas,8,BR,1551837055,88,-15.9,-52.25,69.674,1.97
330,Jijiga,12,ET,1551837055,91,9.35,42.8,47.75,0.87
331,Saint-Francois,0,FR,1551836820,70,46.42,3.91,50.0,3.1
332,Anacortes,1,US,1551837053,41,48.5,-122.62,44.996,2.6
333,The Valley,75,AI,1551836771,61,18.22,-63.06,78.80000000000001,4.6
334,Inhambane,92,MZ,1551836709,89,-23.87,35.38,80.20400000000001,6.47
335,Santa Rosa,44,AR,1551837058,58,-36.62,-64.29,65.57,4.12
336,Lincoln,1,US,1551837058,72,40.8,-96.67,17.6,2.1
337,La Ronge,20,CA,1551834000,55,55.1,-105.3,6.800000000000001,6.7
338,Minbu,88,MM,1551837062,70,20.18,94.88,76.334,3.77
339,Banjarmasin,92,ID,1551836781,100,-3.32,114.59,77.9,2.22
340,Abnub,0,EG,1551834000,76,27.27,31.15,48.2,4.1
341,Matamoros,90,US,1551836734,57,25.87,-97.51,48.2,4.1
342,Vila Franca do Campo,75,PT,1551836617,66,37.72,-25.43,55.004,5.1
343,Westport,92,IE,1551836892,93,53.8,-9.52,39.992000000000004,0.89
344,Nyurba,8,RU,1551837067,69,63.29,118.35,21.326,4.07
345,Shelburne,1,CA,1551837064,77,44.08,-80.2,10.994,2.1
346,Lakhimpur,88,IN,1551837067,99,27.24,94.1,59.99,2.52
347,Wang Saphung,8,TH,1551834000,77,17.3,101.77,68.0,2.02
348,Isangel,75,VU,1551834000,74,-19.55,169.27,87.80000000000001,4.1
349,Rome,0,IT,1551836644,100,41.89,12.48,48.002,2.1
350,Mao,20,DO,1551837009,83,19.55,-71.08,77.0,6.2
351,Touros,20,BR,1551834000,94,-5.2,-35.46,77.0,1.5
352,Aykhal,32,RU,1551837068,83,65.95,111.51,22.64,3.97
353,Comodoro Rivadavia,0,AR,1551837600,37,-45.87,-67.48,68.0,5.1
354,Lake Havasu City,20,US,1551836978,25,34.47,-114.34,77.0,3.22
355,Roald,12,NO,1551837002,100,62.58,6.12,32.0,8.2
356,Peniche,75,PT,1551837066,93,39.36,-9.38,55.400000000000006,6.2
357,Tabuk,0,PH,1551837069,42,17.41,121.44,83.53399999999999,0.87
358,Severo-Yeniseyskiy,48,RU,1551837069,55,60.37,93.04,17.906,3.47
359,Malanje,32,AO,1551837069,97,-9.54,16.35,66.344,1.67
360,Manuk Mangkaw,56,PH,1551837069,98,4.8,119.85,82.85,1.72
